domain,clean_domain
"5000.ton","5000"
"5001.ton","5001"
"5002.ton","5002"
"5003.ton","5003"
"5004.ton","5004"
"5005.ton","5005"
"5006.ton","5006"
"5007.ton","5007"
"5008.ton","5008"
"5009.ton","5009"
"5010.ton","5010"
"5011.ton","5011"
"5012.ton","5012"
"5013.ton","5013"
"5014.ton","5014"
"5015.ton","5015"
"5016.ton","5016"
"5017.ton","5017"
"5018.ton","5018"
"5019.ton","5019"
"5020.ton","5020"
"5021.ton","5021"
"5022.ton","5022"
"5023.ton","5023"
"5024.ton","5024"
"5025.ton","5025"
"5026.ton","5026"
"5027.ton","5027"
"5028.ton","5028"
"5029.ton","5029"
"5030.ton","5030"
"5031.ton","5031"
"5032.ton","5032"
"5033.ton","5033"
"5034.ton","5034"
"5035.ton","5035"
"5036.ton","5036"
"5037.ton","5037"
"5038.ton","5038"
"5039.ton","5039"
"5040.ton","5040"
"5041.ton","5041"
"5042.ton","5042"
"5043.ton","5043"
"5044.ton","5044"
"5045.ton","5045"
"5046.ton","5046"
"5047.ton","5047"
"5048.ton","5048"
"5049.ton","5049"
"5050.ton","5050"
"5051.ton","5051"
"5052.ton","5052"
"5053.ton","5053"
"5054.ton","5054"
"5055.ton","5055"
"5056.ton","5056"
"5057.ton","5057"
"5058.ton","5058"
"5059.ton","5059"
"5060.ton","5060"
"5061.ton","5061"
"5062.ton","5062"
"5063.ton","5063"
"5064.ton","5064"
"5065.ton","5065"
"5066.ton","5066"
"5067.ton","5067"
"5068.ton","5068"
"5069.ton","5069"
"5070.ton","5070"
"5071.ton","5071"
"5072.ton","5072"
"5073.ton","5073"
"5074.ton","5074"
"5075.ton","5075"
"5076.ton","5076"
"5077.ton","5077"
"5078.ton","5078"
"5079.ton","5079"
"5080.ton","5080"
"5081.ton","5081"
"5082.ton","5082"
"5083.ton","5083"
"5084.ton","5084"
"5085.ton","5085"
"5086.ton","5086"
"5087.ton","5087"
"5088.ton","5088"
"5089.ton","5089"
"5090.ton","5090"
"5091.ton","5091"
"5092.ton","5092"
"5093.ton","5093"
"5094.ton","5094"
"5095.ton","5095"
"5096.ton","5096"
"5097.ton","5097"
"5098.ton","5098"
"5099.ton","5099"
"5100.ton","5100"
"5101.ton","5101"
"5102.ton","5102"
"5103.ton","5103"
"5104.ton","5104"
"5105.ton","5105"
"5106.ton","5106"
"5107.ton","5107"
"5108.ton","5108"
"5109.ton","5109"
"5110.ton","5110"
"5111.ton","5111"
"5112.ton","5112"
"5113.ton","5113"
"5114.ton","5114"
"5115.ton","5115"
"5116.ton","5116"
"5117.ton","5117"
"5118.ton","5118"
"5119.ton","5119"
"5120.ton","5120"
"5121.ton","5121"
"5122.ton","5122"
"5123.ton","5123"
"5124.ton","5124"
"5125.ton","5125"
"5126.ton","5126"
"5127.ton","5127"
"5128.ton","5128"
"5129.ton","5129"
"5130.ton","5130"
"5131.ton","5131"
"5132.ton","5132"
"5133.ton","5133"
"5134.ton","5134"
"5135.ton","5135"
"5136.ton","5136"
"5137.ton","5137"
"5138.ton","5138"
"5139.ton","5139"
"5140.ton","5140"
"5141.ton","5141"
"5142.ton","5142"
"5143.ton","5143"
"5144.ton","5144"
"5145.ton","5145"
"5146.ton","5146"
"5147.ton","5147"
"5148.ton","5148"
"5149.ton","5149"
"5150.ton","5150"
"5151.ton","5151"
"5152.ton","5152"
"5153.ton","5153"
"5154.ton","5154"
"5155.ton","5155"
"5156.ton","5156"
"5157.ton","5157"
"5158.ton","5158"
"5159.ton","5159"
"5160.ton","5160"
"5161.ton","5161"
"5162.ton","5162"
"5163.ton","5163"
"5164.ton","5164"
"5165.ton","5165"
"5166.ton","5166"
"5167.ton","5167"
"5168.ton","5168"
"5169.ton","5169"
"5170.ton","5170"
"5171.ton","5171"
"5172.ton","5172"
"5173.ton","5173"
"5174.ton","5174"
"5175.ton","5175"
"5176.ton","5176"
"5177.ton","5177"
"5178.ton","5178"
"5179.ton","5179"
"5180.ton","5180"
"5181.ton","5181"
"5182.ton","5182"
"5183.ton","5183"
"5184.ton","5184"
"5185.ton","5185"
"5186.ton","5186"
"5187.ton","5187"
"5188.ton","5188"
"5189.ton","5189"
"5190.ton","5190"
"5191.ton","5191"
"5192.ton","5192"
"5193.ton","5193"
"5194.ton","5194"
"5195.ton","5195"
"5196.ton","5196"
"5197.ton","5197"
"5198.ton","5198"
"5199.ton","5199"
"5200.ton","5200"
"5201.ton","5201"
"5202.ton","5202"
"5203.ton","5203"
"5204.ton","5204"
"5205.ton","5205"
"5206.ton","5206"
"5207.ton","5207"
"5208.ton","5208"
"5209.ton","5209"
"5210.ton","5210"
"5211.ton","5211"
"5212.ton","5212"
"5213.ton","5213"
"5214.ton","5214"
"5215.ton","5215"
"5216.ton","5216"
"5217.ton","5217"
"5218.ton","5218"
"5219.ton","5219"
"5220.ton","5220"
"5221.ton","5221"
"5222.ton","5222"
"5223.ton","5223"
"5224.ton","5224"
"5225.ton","5225"
"5226.ton","5226"
"5227.ton","5227"
"5228.ton","5228"
"5229.ton","5229"
"5230.ton","5230"
"5231.ton","5231"
"5232.ton","5232"
"5233.ton","5233"
"5234.ton","5234"
"5235.ton","5235"
"5236.ton","5236"
"5237.ton","5237"
"5238.ton","5238"
"5239.ton","5239"
"5240.ton","5240"
"5241.ton","5241"
"5242.ton","5242"
"5243.ton","5243"
"5244.ton","5244"
"5245.ton","5245"
"5246.ton","5246"
"5247.ton","5247"
"5248.ton","5248"
"5249.ton","5249"
"5250.ton","5250"
"5251.ton","5251"
"5252.ton","5252"
"5253.ton","5253"
"5254.ton","5254"
"5255.ton","5255"
"5256.ton","5256"
"5257.ton","5257"
"5258.ton","5258"
"5259.ton","5259"
"5260.ton","5260"
"5261.ton","5261"
"5262.ton","5262"
"5263.ton","5263"
"5264.ton","5264"
"5265.ton","5265"
"5266.ton","5266"
"5267.ton","5267"
"5268.ton","5268"
"5269.ton","5269"
"5270.ton","5270"
"5271.ton","5271"
"5272.ton","5272"
"5273.ton","5273"
"5274.ton","5274"
"5275.ton","5275"
"5276.ton","5276"
"5277.ton","5277"
"5278.ton","5278"
"5279.ton","5279"
"5280.ton","5280"
"5281.ton","5281"
"5282.ton","5282"
"5283.ton","5283"
"5284.ton","5284"
"5285.ton","5285"
"5286.ton","5286"
"5287.ton","5287"
"5288.ton","5288"
"5289.ton","5289"
"5290.ton","5290"
"5291.ton","5291"
"5292.ton","5292"
"5293.ton","5293"
"5294.ton","5294"
"5295.ton","5295"
"5296.ton","5296"
"5297.ton","5297"
"5298.ton","5298"
"5299.ton","5299"
"5300.ton","5300"
"5301.ton","5301"
"5302.ton","5302"
"5303.ton","5303"
"5304.ton","5304"
"5305.ton","5305"
"5306.ton","5306"
"5307.ton","5307"
"5308.ton","5308"
"5309.ton","5309"
"5310.ton","5310"
"5311.ton","5311"
"5312.ton","5312"
"5313.ton","5313"
"5314.ton","5314"
"5315.ton","5315"
"5316.ton","5316"
"5317.ton","5317"
"5318.ton","5318"
"5319.ton","5319"
"5320.ton","5320"
"5321.ton","5321"
"5322.ton","5322"
"5323.ton","5323"
"5324.ton","5324"
"5325.ton","5325"
"5326.ton","5326"
"5327.ton","5327"
"5328.ton","5328"
"5329.ton","5329"
"5330.ton","5330"
"5331.ton","5331"
"5332.ton","5332"
"5333.ton","5333"
"5334.ton","5334"
"5335.ton","5335"
"5336.ton","5336"
"5337.ton","5337"
"5338.ton","5338"
"5339.ton","5339"
"5340.ton","5340"
"5341.ton","5341"
"5342.ton","5342"
"5343.ton","5343"
"5344.ton","5344"
"5345.ton","5345"
"5346.ton","5346"
"5347.ton","5347"
"5348.ton","5348"
"5349.ton","5349"
"5350.ton","5350"
"5351.ton","5351"
"5352.ton","5352"
"5353.ton","5353"
"5354.ton","5354"
"5355.ton","5355"
"5356.ton","5356"
"5357.ton","5357"
"5358.ton","5358"
"5359.ton","5359"
"5360.ton","5360"
"5361.ton","5361"
"5362.ton","5362"
"5363.ton","5363"
"5364.ton","5364"
"5365.ton","5365"
"5366.ton","5366"
"5367.ton","5367"
"5368.ton","5368"
"5369.ton","5369"
"5370.ton","5370"
"5371.ton","5371"
"5372.ton","5372"
"5373.ton","5373"
"5374.ton","5374"
"5375.ton","5375"
"5376.ton","5376"
"5377.ton","5377"
"5378.ton","5378"
"5379.ton","5379"
"5380.ton","5380"
"5381.ton","5381"
"5382.ton","5382"
"5383.ton","5383"
"5384.ton","5384"
"5385.ton","5385"
"5386.ton","5386"
"5387.ton","5387"
"5388.ton","5388"
"5389.ton","5389"
"5390.ton","5390"
"5391.ton","5391"
"5392.ton","5392"
"5393.ton","5393"
"5394.ton","5394"
"5395.ton","5395"
"5396.ton","5396"
"5397.ton","5397"
"5398.ton","5398"
"5399.ton","5399"
"5400.ton","5400"
"5401.ton","5401"
"5402.ton","5402"
"5403.ton","5403"
"5404.ton","5404"
"5405.ton","5405"
"5406.ton","5406"
"5407.ton","5407"
"5408.ton","5408"
"5409.ton","5409"
"5410.ton","5410"
"5411.ton","5411"
"5412.ton","5412"
"5413.ton","5413"
"5414.ton","5414"
"5415.ton","5415"
"5416.ton","5416"
"5417.ton","5417"
"5418.ton","5418"
"5419.ton","5419"
"5420.ton","5420"
"5421.ton","5421"
"5422.ton","5422"
"5423.ton","5423"
"5424.ton","5424"
"5425.ton","5425"
"5426.ton","5426"
"5427.ton","5427"
"5428.ton","5428"
"5429.ton","5429"
"5430.ton","5430"
"5431.ton","5431"
"5432.ton","5432"
"5433.ton","5433"
"5434.ton","5434"
"5435.ton","5435"
"5436.ton","5436"
"5437.ton","5437"
"5438.ton","5438"
"5439.ton","5439"
"5440.ton","5440"
"5441.ton","5441"
"5442.ton","5442"
"5443.ton","5443"
"5444.ton","5444"
"5445.ton","5445"
"5446.ton","5446"
"5447.ton","5447"
"5448.ton","5448"
"5449.ton","5449"
"5450.ton","5450"
"5451.ton","5451"
"5452.ton","5452"
"5453.ton","5453"
"5454.ton","5454"
"5455.ton","5455"
"5456.ton","5456"
"5457.ton","5457"
"5458.ton","5458"
"5459.ton","5459"
"5460.ton","5460"
"5461.ton","5461"
"5462.ton","5462"
"5463.ton","5463"
"5464.ton","5464"
"5465.ton","5465"
"5466.ton","5466"
"5467.ton","5467"
"5468.ton","5468"
"5469.ton","5469"
"5470.ton","5470"
"5471.ton","5471"
"5472.ton","5472"
"5473.ton","5473"
"5474.ton","5474"
"5475.ton","5475"
"5476.ton","5476"
"5477.ton","5477"
"5478.ton","5478"
"5479.ton","5479"
"5480.ton","5480"
"5481.ton","5481"
"5482.ton","5482"
"5483.ton","5483"
"5484.ton","5484"
"5485.ton","5485"
"5486.ton","5486"
"5487.ton","5487"
"5488.ton","5488"
"5489.ton","5489"
"5490.ton","5490"
"5491.ton","5491"
"5492.ton","5492"
"5493.ton","5493"
"5494.ton","5494"
"5495.ton","5495"
"5496.ton","5496"
"5497.ton","5497"
"5498.ton","5498"
"5499.ton","5499"
"5500.ton","5500"
"5501.ton","5501"
"5502.ton","5502"
"5503.ton","5503"
"5504.ton","5504"
"5505.ton","5505"
"5506.ton","5506"
"5507.ton","5507"
"5508.ton","5508"
"5509.ton","5509"
"5510.ton","5510"
"5511.ton","5511"
"5512.ton","5512"
"5513.ton","5513"
"5514.ton","5514"
"5515.ton","5515"
"5516.ton","5516"
"5517.ton","5517"
"5518.ton","5518"
"5519.ton","5519"
"5520.ton","5520"
"5521.ton","5521"
"5522.ton","5522"
"5523.ton","5523"
"5524.ton","5524"
"5525.ton","5525"
"5526.ton","5526"
"5527.ton","5527"
"5528.ton","5528"
"5529.ton","5529"
"5530.ton","5530"
"5531.ton","5531"
"5532.ton","5532"
"5533.ton","5533"
"5534.ton","5534"
"5535.ton","5535"
"5536.ton","5536"
"5537.ton","5537"
"5538.ton","5538"
"5539.ton","5539"
"5540.ton","5540"
"5541.ton","5541"
"5542.ton","5542"
"5543.ton","5543"
"5544.ton","5544"
"5545.ton","5545"
"5546.ton","5546"
"5547.ton","5547"
"5548.ton","5548"
"5549.ton","5549"
"5550.ton","5550"
"5551.ton","5551"
"5552.ton","5552"
"5553.ton","5553"
"5554.ton","5554"
"5555.ton","5555"
"5556.ton","5556"
"5557.ton","5557"
"5558.ton","5558"
"5559.ton","5559"
"5560.ton","5560"
"5561.ton","5561"
"5562.ton","5562"
"5563.ton","5563"
"5564.ton","5564"
"5565.ton","5565"
"5566.ton","5566"
"5567.ton","5567"
"5568.ton","5568"
"5569.ton","5569"
"5570.ton","5570"
"5571.ton","5571"
"5572.ton","5572"
"5573.ton","5573"
"5574.ton","5574"
"5575.ton","5575"
"5576.ton","5576"
"5577.ton","5577"
"5578.ton","5578"
"5579.ton","5579"
"5580.ton","5580"
"5581.ton","5581"
"5582.ton","5582"
"5583.ton","5583"
"5584.ton","5584"
"5585.ton","5585"
"5586.ton","5586"
"5587.ton","5587"
"5588.ton","5588"
"5589.ton","5589"
"5590.ton","5590"
"5591.ton","5591"
"5592.ton","5592"
"5593.ton","5593"
"5594.ton","5594"
"5595.ton","5595"
"5596.ton","5596"
"5597.ton","5597"
"5598.ton","5598"
"5599.ton","5599"
"5600.ton","5600"
"5601.ton","5601"
"5602.ton","5602"
"5603.ton","5603"
"5604.ton","5604"
"5605.ton","5605"
"5606.ton","5606"
"5607.ton","5607"
"5608.ton","5608"
"5609.ton","5609"
"5610.ton","5610"
"5611.ton","5611"
"5612.ton","5612"
"5613.ton","5613"
"5614.ton","5614"
"5615.ton","5615"
"5616.ton","5616"
"5617.ton","5617"
"5618.ton","5618"
"5619.ton","5619"
"5620.ton","5620"
"5621.ton","5621"
"5622.ton","5622"
"5623.ton","5623"
"5624.ton","5624"
"5625.ton","5625"
"5626.ton","5626"
"5627.ton","5627"
"5628.ton","5628"
"5629.ton","5629"
"5630.ton","5630"
"5631.ton","5631"
"5632.ton","5632"
"5633.ton","5633"
"5634.ton","5634"
"5635.ton","5635"
"5636.ton","5636"
"5637.ton","5637"
"5638.ton","5638"
"5639.ton","5639"
"5640.ton","5640"
"5641.ton","5641"
"5642.ton","5642"
"5643.ton","5643"
"5644.ton","5644"
"5645.ton","5645"
"5646.ton","5646"
"5647.ton","5647"
"5648.ton","5648"
"5649.ton","5649"
"5650.ton","5650"
"5651.ton","5651"
"5652.ton","5652"
"5653.ton","5653"
"5654.ton","5654"
"5655.ton","5655"
"5656.ton","5656"
"5657.ton","5657"
"5658.ton","5658"
"5659.ton","5659"
"5660.ton","5660"
"5661.ton","5661"
"5662.ton","5662"
"5663.ton","5663"
"5664.ton","5664"
"5665.ton","5665"
"5666.ton","5666"
"5667.ton","5667"
"5668.ton","5668"
"5669.ton","5669"
"5670.ton","5670"
"5671.ton","5671"
"5672.ton","5672"
"5673.ton","5673"
"5674.ton","5674"
"5675.ton","5675"
"5676.ton","5676"
"5677.ton","5677"
"5678.ton","5678"
"5679.ton","5679"
"5680.ton","5680"
"5681.ton","5681"
"5682.ton","5682"
"5683.ton","5683"
"5684.ton","5684"
"5685.ton","5685"
"5686.ton","5686"
"5687.ton","5687"
"5688.ton","5688"
"5689.ton","5689"
"5690.ton","5690"
"5691.ton","5691"
"5692.ton","5692"
"5693.ton","5693"
"5694.ton","5694"
"5695.ton","5695"
"5696.ton","5696"
"5697.ton","5697"
"5698.ton","5698"
"5699.ton","5699"
"5700.ton","5700"
"5701.ton","5701"
"5702.ton","5702"
"5703.ton","5703"
"5704.ton","5704"
"5705.ton","5705"
"5706.ton","5706"
"5707.ton","5707"
"5708.ton","5708"
"5709.ton","5709"
"5710.ton","5710"
"5711.ton","5711"
"5712.ton","5712"
"5713.ton","5713"
"5714.ton","5714"
"5715.ton","5715"
"5716.ton","5716"
"5717.ton","5717"
"5718.ton","5718"
"5719.ton","5719"
"5720.ton","5720"
"5721.ton","5721"
"5722.ton","5722"
"5723.ton","5723"
"5724.ton","5724"
"5725.ton","5725"
"5726.ton","5726"
"5727.ton","5727"
"5728.ton","5728"
"5729.ton","5729"
"5730.ton","5730"
"5731.ton","5731"
"5732.ton","5732"
"5733.ton","5733"
"5734.ton","5734"
"5735.ton","5735"
"5736.ton","5736"
"5737.ton","5737"
"5738.ton","5738"
"5739.ton","5739"
"5740.ton","5740"
"5741.ton","5741"
"5742.ton","5742"
"5743.ton","5743"
"5744.ton","5744"
"5745.ton","5745"
"5746.ton","5746"
"5747.ton","5747"
"5748.ton","5748"
"5749.ton","5749"
"5750.ton","5750"
"5751.ton","5751"
"5752.ton","5752"
"5753.ton","5753"
"5754.ton","5754"
"5755.ton","5755"
"5756.ton","5756"
"5757.ton","5757"
"5758.ton","5758"
"5759.ton","5759"
"5760.ton","5760"
"5761.ton","5761"
"5762.ton","5762"
"5763.ton","5763"
"5764.ton","5764"
"5765.ton","5765"
"5766.ton","5766"
"5767.ton","5767"
"5768.ton","5768"
"5769.ton","5769"
"5770.ton","5770"
"5771.ton","5771"
"5772.ton","5772"
"5773.ton","5773"
"5774.ton","5774"
"5775.ton","5775"
"5776.ton","5776"
"5777.ton","5777"
"5778.ton","5778"
"5779.ton","5779"
"5780.ton","5780"
"5781.ton","5781"
"5782.ton","5782"
"5783.ton","5783"
"5784.ton","5784"
"5785.ton","5785"
"5786.ton","5786"
"5787.ton","5787"
"5788.ton","5788"
"5789.ton","5789"
"5790.ton","5790"
"5791.ton","5791"
"5792.ton","5792"
"5793.ton","5793"
"5794.ton","5794"
"5795.ton","5795"
"5796.ton","5796"
"5797.ton","5797"
"5798.ton","5798"
"5799.ton","5799"
"5800.ton","5800"
"5801.ton","5801"
"5802.ton","5802"
"5803.ton","5803"
"5804.ton","5804"
"5805.ton","5805"
"5806.ton","5806"
"5807.ton","5807"
"5808.ton","5808"
"5809.ton","5809"
"5810.ton","5810"
"5811.ton","5811"
"5812.ton","5812"
"5813.ton","5813"
"5814.ton","5814"
"5815.ton","5815"
"5816.ton","5816"
"5817.ton","5817"
"5818.ton","5818"
"5819.ton","5819"
"5820.ton","5820"
"5821.ton","5821"
"5822.ton","5822"
"5823.ton","5823"
"5824.ton","5824"
"5825.ton","5825"
"5826.ton","5826"
"5827.ton","5827"
"5828.ton","5828"
"5829.ton","5829"
"5830.ton","5830"
"5831.ton","5831"
"5832.ton","5832"
"5833.ton","5833"
"5834.ton","5834"
"5835.ton","5835"
"5836.ton","5836"
"5837.ton","5837"
"5838.ton","5838"
"5839.ton","5839"
"5840.ton","5840"
"5841.ton","5841"
"5842.ton","5842"
"5843.ton","5843"
"5844.ton","5844"
"5845.ton","5845"
"5846.ton","5846"
"5847.ton","5847"
"5848.ton","5848"
"5849.ton","5849"
"5850.ton","5850"
"5851.ton","5851"
"5852.ton","5852"
"5853.ton","5853"
"5854.ton","5854"
"5855.ton","5855"
"5856.ton","5856"
"5857.ton","5857"
"5858.ton","5858"
"5859.ton","5859"
"5860.ton","5860"
"5861.ton","5861"
"5862.ton","5862"
"5863.ton","5863"
"5864.ton","5864"
"5865.ton","5865"
"5866.ton","5866"
"5867.ton","5867"
"5868.ton","5868"
"5869.ton","5869"
"5870.ton","5870"
"5871.ton","5871"
"5872.ton","5872"
"5873.ton","5873"
"5874.ton","5874"
"5875.ton","5875"
"5876.ton","5876"
"5877.ton","5877"
"5878.ton","5878"
"5879.ton","5879"
"5880.ton","5880"
"5881.ton","5881"
"5882.ton","5882"
"5883.ton","5883"
"5884.ton","5884"
"5885.ton","5885"
"5886.ton","5886"
"5887.ton","5887"
"5888.ton","5888"
"5889.ton","5889"
"5890.ton","5890"
"5891.ton","5891"
"5892.ton","5892"
"5893.ton","5893"
"5894.ton","5894"
"5895.ton","5895"
"5896.ton","5896"
"5897.ton","5897"
"5898.ton","5898"
"5899.ton","5899"
"5900.ton","5900"
"5901.ton","5901"
"5902.ton","5902"
"5903.ton","5903"
"5904.ton","5904"
"5905.ton","5905"
"5906.ton","5906"
"5907.ton","5907"
"5908.ton","5908"
"5909.ton","5909"
"5910.ton","5910"
"5911.ton","5911"
"5912.ton","5912"
"5913.ton","5913"
"5914.ton","5914"
"5915.ton","5915"
"5916.ton","5916"
"5917.ton","5917"
"5918.ton","5918"
"5919.ton","5919"
"5920.ton","5920"
"5921.ton","5921"
"5922.ton","5922"
"5923.ton","5923"
"5924.ton","5924"
"5925.ton","5925"
"5926.ton","5926"
"5927.ton","5927"
"5928.ton","5928"
"5929.ton","5929"
"5930.ton","5930"
"5931.ton","5931"
"5932.ton","5932"
"5933.ton","5933"
"5934.ton","5934"
"5935.ton","5935"
"5936.ton","5936"
"5937.ton","5937"
"5938.ton","5938"
"5939.ton","5939"
"5940.ton","5940"
"5941.ton","5941"
"5942.ton","5942"
"5943.ton","5943"
"5944.ton","5944"
"5945.ton","5945"
"5946.ton","5946"
"5947.ton","5947"
"5948.ton","5948"
"5949.ton","5949"
"5950.ton","5950"
"5951.ton","5951"
"5952.ton","5952"
"5953.ton","5953"
"5954.ton","5954"
"5955.ton","5955"
"5956.ton","5956"
"5957.ton","5957"
"5958.ton","5958"
"5959.ton","5959"
"5960.ton","5960"
"5961.ton","5961"
"5962.ton","5962"
"5963.ton","5963"
"5964.ton","5964"
"5965.ton","5965"
"5966.ton","5966"
"5967.ton","5967"
"5968.ton","5968"
"5969.ton","5969"
"5970.ton","5970"
"5971.ton","5971"
"5972.ton","5972"
"5973.ton","5973"
"5974.ton","5974"
"5975.ton","5975"
"5976.ton","5976"
"5977.ton","5977"
"5978.ton","5978"
"5979.ton","5979"
"5980.ton","5980"
"5981.ton","5981"
"5982.ton","5982"
"5983.ton","5983"
"5984.ton","5984"
"5985.ton","5985"
"5986.ton","5986"
"5987.ton","5987"
"5988.ton","5988"
"5989.ton","5989"
"5990.ton","5990"
"5991.ton","5991"
"5992.ton","5992"
"5993.ton","5993"
"5994.ton","5994"
"5995.ton","5995"
"5996.ton","5996"
"5997.ton","5997"
"5998.ton","5998"
"5999.ton","5999"
"6000.ton","6000"
"6001.ton","6001"
"6002.ton","6002"
"6003.ton","6003"
"6004.ton","6004"
"6005.ton","6005"
"6006.ton","6006"
"6007.ton","6007"
"6008.ton","6008"
"6009.ton","6009"
"6010.ton","6010"
"6011.ton","6011"
"6012.ton","6012"
"6013.ton","6013"
"6014.ton","6014"
"6015.ton","6015"
"6016.ton","6016"
"6017.ton","6017"
"6018.ton","6018"
"6019.ton","6019"
"6020.ton","6020"
"6021.ton","6021"
"6022.ton","6022"
"6023.ton","6023"
"6024.ton","6024"
"6025.ton","6025"
"6026.ton","6026"
"6027.ton","6027"
"6028.ton","6028"
"6029.ton","6029"
"6030.ton","6030"
"6031.ton","6031"
"6032.ton","6032"
"6033.ton","6033"
"6034.ton","6034"
"6035.ton","6035"
"6036.ton","6036"
"6037.ton","6037"
"6038.ton","6038"
"6039.ton","6039"
"6040.ton","6040"
"6041.ton","6041"
"6042.ton","6042"
"6043.ton","6043"
"6044.ton","6044"
"6045.ton","6045"
"6046.ton","6046"
"6047.ton","6047"
"6048.ton","6048"
"6049.ton","6049"
"6050.ton","6050"
"6051.ton","6051"
"6052.ton","6052"
"6053.ton","6053"
"6054.ton","6054"
"6055.ton","6055"
"6056.ton","6056"
"6057.ton","6057"
"6058.ton","6058"
"6059.ton","6059"
"6060.ton","6060"
"6061.ton","6061"
"6062.ton","6062"
"6063.ton","6063"
"6064.ton","6064"
"6065.ton","6065"
"6066.ton","6066"
"6067.ton","6067"
"6068.ton","6068"
"6069.ton","6069"
"6070.ton","6070"
"6071.ton","6071"
"6072.ton","6072"
"6073.ton","6073"
"6074.ton","6074"
"6075.ton","6075"
"6076.ton","6076"
"6077.ton","6077"
"6078.ton","6078"
"6079.ton","6079"
"6080.ton","6080"
"6081.ton","6081"
"6082.ton","6082"
"6083.ton","6083"
"6084.ton","6084"
"6085.ton","6085"
"6086.ton","6086"
"6087.ton","6087"
"6088.ton","6088"
"6089.ton","6089"
"6090.ton","6090"
"6091.ton","6091"
"6092.ton","6092"
"6093.ton","6093"
"6094.ton","6094"
"6095.ton","6095"
"6096.ton","6096"
"6097.ton","6097"
"6098.ton","6098"
"6099.ton","6099"
"6100.ton","6100"
"6101.ton","6101"
"6102.ton","6102"
"6103.ton","6103"
"6104.ton","6104"
"6105.ton","6105"
"6106.ton","6106"
"6107.ton","6107"
"6108.ton","6108"
"6109.ton","6109"
"6110.ton","6110"
"6111.ton","6111"
"6112.ton","6112"
"6113.ton","6113"
"6114.ton","6114"
"6115.ton","6115"
"6116.ton","6116"
"6117.ton","6117"
"6118.ton","6118"
"6119.ton","6119"
"6120.ton","6120"
"6121.ton","6121"
"6122.ton","6122"
"6123.ton","6123"
"6124.ton","6124"
"6125.ton","6125"
"6126.ton","6126"
"6127.ton","6127"
"6128.ton","6128"
"6129.ton","6129"
"6130.ton","6130"
"6131.ton","6131"
"6132.ton","6132"
"6133.ton","6133"
"6134.ton","6134"
"6135.ton","6135"
"6136.ton","6136"
"6137.ton","6137"
"6138.ton","6138"
"6139.ton","6139"
"6140.ton","6140"
"6141.ton","6141"
"6142.ton","6142"
"6143.ton","6143"
"6144.ton","6144"
"6145.ton","6145"
"6146.ton","6146"
"6147.ton","6147"
"6148.ton","6148"
"6149.ton","6149"
"6150.ton","6150"
"6151.ton","6151"
"6152.ton","6152"
"6153.ton","6153"
"6154.ton","6154"
"6155.ton","6155"
"6156.ton","6156"
"6157.ton","6157"
"6158.ton","6158"
"6159.ton","6159"
"6160.ton","6160"
"6161.ton","6161"
"6162.ton","6162"
"6163.ton","6163"
"6164.ton","6164"
"6165.ton","6165"
"6166.ton","6166"
"6167.ton","6167"
"6168.ton","6168"
"6169.ton","6169"
"6170.ton","6170"
"6171.ton","6171"
"6172.ton","6172"
"6173.ton","6173"
"6174.ton","6174"
"6175.ton","6175"
"6176.ton","6176"
"6177.ton","6177"
"6178.ton","6178"
"6179.ton","6179"
"6180.ton","6180"
"6181.ton","6181"
"6182.ton","6182"
"6183.ton","6183"
"6184.ton","6184"
"6185.ton","6185"
"6186.ton","6186"
"6187.ton","6187"
"6188.ton","6188"
"6189.ton","6189"
"6190.ton","6190"
"6191.ton","6191"
"6192.ton","6192"
"6193.ton","6193"
"6194.ton","6194"
"6195.ton","6195"
"6196.ton","6196"
"6197.ton","6197"
"6198.ton","6198"
"6199.ton","6199"
"6200.ton","6200"
"6201.ton","6201"
"6202.ton","6202"
"6203.ton","6203"
"6204.ton","6204"
"6205.ton","6205"
"6206.ton","6206"
"6207.ton","6207"
"6208.ton","6208"
"6209.ton","6209"
"6210.ton","6210"
"6211.ton","6211"
"6212.ton","6212"
"6213.ton","6213"
"6214.ton","6214"
"6215.ton","6215"
"6216.ton","6216"
"6217.ton","6217"
"6218.ton","6218"
"6219.ton","6219"
"6220.ton","6220"
"6221.ton","6221"
"6222.ton","6222"
"6223.ton","6223"
"6224.ton","6224"
"6225.ton","6225"
"6226.ton","6226"
"6227.ton","6227"
"6228.ton","6228"
"6229.ton","6229"
"6230.ton","6230"
"6231.ton","6231"
"6232.ton","6232"
"6233.ton","6233"
"6234.ton","6234"
"6235.ton","6235"
"6236.ton","6236"
"6237.ton","6237"
"6238.ton","6238"
"6239.ton","6239"
"6240.ton","6240"
"6241.ton","6241"
"6242.ton","6242"
"6243.ton","6243"
"6244.ton","6244"
"6245.ton","6245"
"6246.ton","6246"
"6247.ton","6247"
"6248.ton","6248"
"6249.ton","6249"
"6250.ton","6250"
"6251.ton","6251"
"6252.ton","6252"
"6253.ton","6253"
"6254.ton","6254"
"6255.ton","6255"
"6256.ton","6256"
"6257.ton","6257"
"6258.ton","6258"
"6259.ton","6259"
"6260.ton","6260"
"6261.ton","6261"
"6262.ton","6262"
"6263.ton","6263"
"6264.ton","6264"
"6265.ton","6265"
"6266.ton","6266"
"6267.ton","6267"
"6268.ton","6268"
"6269.ton","6269"
"6270.ton","6270"
